Age,Sex,Number_of_biochemical_parameters,Number_of_diagnostics,0000 - 0600 Average,0600 - 1300 Average,1300 - 1600 Average,1600 - 2000 Average,2000 - 2400 Average,0000 - 0600 Hypo,0600 - 1300 Hypo,1300 - 1600 Hypo,1600 - 2000 Hypo,2000 - 2400 Hypo,0000 - 0600 Hyper,0600 - 1300 Hyper,1300 - 1600 Hyper,1600 - 2000 Hyper,2000 - 2400 Hyper,Total_hypo,Total_hyper,0000 - 0600 STD,0000 - 0600 MIN,0000 - 0600 MAX,0600 - 1300 STD,0600 - 1300 MIN,0600 - 1300 MAX,1300 - 1600 STD,1300 - 1600 MIN,1300 - 1600 MAX,1600 - 2000 STD,1600 - 2000 MIN,1600 - 2000 MAX,2000 - 2400 STD,2000 - 2400 MIN,2000 - 2400 MAX,Model
43.1,0.5,107.3,3.8,156.0,155.1,149.9,155.0,157.3,793.4,880.8,395.4,508.8,417.0,3494.1,4062.7,1553.5,2306.4,2228.1,3480.8,16153.9,61.4,43.5,437.8,61.7,42.6,455.6,58.6,46.3,418.8,61.5,45.0,419.0,59.6,45.3,411.0,Kmeans_K6_data_V1_0
46.3,0.5,116.5,3.0,133.4,135.8,131.5,138.9,138.5,223.5,246.8,94.8,110.6,105.2,684.8,867.0,312.5,584.0,534.9,933.0,3537.6,40.7,48.3,300.8,43.0,49.9,318.3,40.4,54.2,289.5,44.2,52.0,308.7,42.3,52.5,304.4,Kmeans_K6_data_V1_0
40.0,0.5,115.6,3.3,182.7,177.3,178.5,186.3,194.4,559.6,717.5,243.6,326.9,210.0,4792.1,5749.1,2464.1,3552.7,3438.3,2531.5,23281.3,73.8,43.6,484.0,72.9,43.7,484.8,73.4,47.5,473.8,78.9,46.0,486.0,78.8,45.7,488.7,Kmeans_K6_data_V1_0
43.6,0.5,121.1,3.4,170.6,168.9,169.3,177.3,183.1,370.9,427.1,164.3,217.3,145.9,3073.7,3797.8,1603.7,2429.2,2349.9,1588.3,15448.4,63.3,45.5,429.2,62.9,46.1,421.8,63.7,51.0,430.2,70.3,48.4,469.1,69.7,47.0,462.2,Kmeans_K6_data_V1_0
46.6,0.5,123.0,3.5,150.4,152.1,144.3,151.6,153.1,381.0,393.9,168.2,251.2,198.2,1703.8,2044.2,739.0,1229.6,1087.1,1618.2,8108.8,52.2,46.3,363.9,54.3,47.4,369.9,51.2,51.1,349.7,55.0,49.4,370.9,52.8,49.8,358.0,Kmeans_K6_data_V1_0
43.2,0.6,120.4,2.7,159.3,153.7,156.0,164.4,168.4,399.7,509.9,174.6,224.3,179.5,2449.5,2784.4,1203.4,1929.9,1865.8,1823.2,11814.0,56.9,47.1,393.2,56.5,46.7,382.3,56.6,49.8,381.0,61.5,48.0,412.2,61.7,49.2,429.4,Kmeans_K6_data_V1_0
43.7,0.5,108.1,3.7,159.5,159.4,150.9,158.5,158.7,591.0,705.7,302.3,392.9,313.9,3466.4,4074.3,1444.6,2242.3,2114.5,2709.2,15971.7,62.1,43.9,443.7,62.6,43.4,461.0,58.7,47.2,411.2,61.9,46.5,414.7,60.0,45.8,412.0,Kmeans_K7_data_V1_0
44.8,0.5,139.0,3.1,120.5,127.9,122.5,128.6,128.2,164.6,143.4,63.5,73.5,59.4,191.7,392.9,115.7,242.5,172.0,584.3,1392.0,34.4,49.2,261.1,38.8,52.3,290.6,35.0,57.0,263.4,38.2,54.2,278.2,36.7,50.8,269.8,Kmeans_K7_data_V1_0
41.5,0.5,112.7,2.9,161.8,156.5,161.2,167.5,171.7,380.9,491.6,156.8,213.2,171.1,2570.7,2944.1,1326.4,2030.8,1993.5,1748.2,12483.2,58.7,46.6,395.5,58.3,46.2,389.0,58.7,49.9,393.4,63.6,47.8,426.8,63.1,49.0,430.3,Kmeans_K7_data_V1_0
43.4,0.5,124.2,3.3,172.0,166.6,168.3,174.8,182.5,544.2,637.9,258.3,354.0,235.9,3557.4,4167.6,1794.6,2615.3,2602.1,2409.9,17110.1,64.6,45.0,444.8,63.4,45.2,429.7,65.0,49.9,441.5,71.0,47.3,473.6,70.9,46.2,469.6,Kmeans_K7_data_V1_0
46.3,0.5,127.8,3.5,148.5,152.5,143.6,150.5,152.7,447.7,454.6,198.7,283.0,221.6,1812.6,2266.0,824.6,1353.3,1206.3,1861.6,8904.3,52.6,45.5,369.8,55.3,46.5,379.4,52.2,50.1,357.8,56.1,48.4,378.2,53.8,48.4,370.4,Kmeans_K7_data_V1_0
48.2,0.6,105.2,2.9,144.4,142.0,138.0,147.9,147.2,232.7,278.6,121.9,141.0,136.6,1048.1,1165.9,416.1,814.1,714.8,1067.6,4908.8,45.6,48.5,329.3,46.1,49.5,333.3,44.1,52.9,307.5,48.3,51.2,332.5,46.6,53.6,327.4,Kmeans_K7_data_V1_0
39.8,0.5,116.9,3.3,183.2,179.2,179.9,188.3,196.6,576.3,705.6,235.3,307.4,206.2,4834.1,5896.1,2525.1,3665.3,3521.6,2501.2,23813.3,74.7,43.5,485.1,73.9,43.7,490.0,74.1,47.5,477.8,79.5,46.2,485.9,79.6,45.8,490.6,Kmeans_K7_data_V1_0
46.0,0.5,129.9,3.4,147.3,152.3,143.9,149.8,152.6,481.3,514.2,218.4,312.5,252.4,1888.1,2364.4,884.9,1409.1,1293.9,2074.6,9319.9,52.7,45.1,371.3,55.7,46.3,384.0,52.8,50.1,362.4,55.9,48.1,379.1,54.3,48.3,376.6,Kmeans_K8_data_V1_0
42.2,0.5,106.6,3.1,173.3,169.2,167.1,176.6,183.3,574.2,684.5,278.0,359.7,250.6,3930.5,4684.6,1919.0,2893.2,2840.8,2553.4,19033.6,66.7,43.9,460.4,66.0,44.5,446.0,66.0,48.6,441.4,72.7,46.5,473.9,72.4,46.1,476.8,Kmeans_K8_data_V1_0
44.4,0.5,118.1,3.1,127.6,131.1,126.4,133.1,134.7,172.4,148.9,77.8,95.1,65.1,371.0,539.1,192.9,352.7,325.9,630.4,2127.9,37.0,49.4,271.4,40.5,51.1,302.5,37.1,56.5,270.6,40.6,53.9,289.9,39.4,52.4,286.6,Kmeans_K8_data_V1_0
39.8,0.5,124.5,3.4,185.8,180.3,183.9,190.5,199.9,571.7,720.0,224.6,307.6,199.3,4893.7,5927.5,2629.0,3720.4,3630.3,2518.5,24099.3,76.4,43.9,487.3,75.0,43.8,493.5,76.1,47.6,485.2,81.1,46.4,490.3,81.4,45.7,492.4,Kmeans_K8_data_V1_0
46.2,0.4,128.3,3.8,151.2,153.8,159.6,165.2,162.1,398.7,428.2,185.0,244.3,189.0,2475.5,3125.7,1389.0,2096.7,1749.8,1688.5,12573.3,54.8,45.2,373.0,57.6,44.9,398.1,60.4,48.8,437.5,65.8,46.2,470.9,61.0,46.3,424.3,Kmeans_K8_data_V1_0
48.4,0.6,114.3,3.1,146.1,144.0,139.1,149.8,148.1,268.9,293.9,127.9,148.5,143.4,1156.6,1366.2,468.8,918.0,767.1,1148.6,5574.0,47.3,47.9,341.4,47.4,49.2,336.8,45.2,52.1,315.3,50.3,50.5,343.3,47.9,52.6,332.6,Kmeans_K8_data_V1_0
40.9,0.6,112.4,2.9,170.2,160.4,164.4,171.3,179.1,347.3,463.2,133.4,179.3,130.4,2728.5,2928.3,1302.6,2027.4,2094.4,1583.3,12706.9,61.1,47.8,413.5,58.9,47.1,391.9,58.8,51.2,384.5,63.6,49.4,414.1,64.8,49.9,436.8,Kmeans_K8_data_V1_0
42.9,0.4,110.4,3.6,159.9,159.5,151.3,157.6,158.6,611.0,723.6,307.3,416.4,327.8,3550.9,4186.7,1492.8,2262.6,2120.4,2802.3,16307.3,62.4,44.0,442.8,62.9,42.9,463.8,58.7,46.9,412.7,61.5,45.9,413.5,59.8,45.4,407.5,Kmeans_K8_data_V1_0
